jiangId,degeId,tname,twName,cnName,enName,bo,wylie,sname,note,,,,,,,,,,,
J130,186,འཕགས་པ་སངས་རྒྱས་ཀྱི་སྟོབས་སྐྱེད་པའི་ཆོ་འཕྲུལ་རྣམ་པར་འཕྲུལ་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖諸佛增上神力變化大乘經,圣诸佛增上神力变化大乘经,The Teaching on the Extraordinary Transformation that is the Miracle of Attaining the Buddha’s Powers,ཆོ་འཕྲུལ་གྱི་ཡུལ་རྣམ་པར་འཕྲུལ་པ་བསྟན་པའི་མདོ།,cho 'phrul gyi yul rnam par 'phrul pa bstan pa'i mdo/,buddhabalādhānaprātihārya­vikurvāṇa­nirdeśasūtra,,,,,,,,,,,,
J131,187,འཕགས་པ་སངས་རྒྱས་ཀྱི་ཆོས་བསམ་གྱིས་མི་ཁྱབ་པ་བསྟན་པ།,聖開演不可思諸佛功德,圣开演不可思诸佛功德,The Teaching on the Inconceivable Properties of the Buddhas,སངས་རྒྱས་ཀྱི་ཆོས་ཀྱི་བསམ་གྱིས་མི་ཁྱབ་པ་བསྟན་པ།,sangs rgyas kyi chos kyi bsam gyis mi khyab pa bstan pa/,buddhadharmācintyanirdeśa,,,,,,,,,,,,
J132,188,འཕགས་པ་མར་མེ་མཛད་ཀྱིས་ལུང་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖燃燈佛授記大乘經,圣燃灯佛授记大乘经,The Sūtra of the Prophecy by Dīpaṃkara,མར་མེ་མཛད་ཀྱིས་ལུང་བསྟན་པའི་མདོ།,mar me mdzad kyis lung bstan pa'i mdo/,dīpaṃkaravyākaraṇasūtra,,,,,,,,,,,,
J133,189,འཕགས་པ་ཚངས་པའི་དཔལ་ལུང་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖授記梵吉祥大乘經,圣授记梵吉祥大乘经,The Sūtra of the Prophecy Concerning Brahmaśrī,ཚངས་པའི་དཔལ་ལུང་བསྟན་པའི་མདོ།,tshangs pa'i dpal lung bstan pa'i mdo/,brahmaśrīvyākaraṇasūtra,,,,,,,,,,,,
J134,190,འཕགས་པ་བུད་མེད་འགྱུར་བ་ལུང་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖授記變女大乘經,圣授记变女大乘经,The Sūtra of the Prophecy Concerning Strīvivarta,བུད་མེད་འགྱུར་བ་ལུང་བསྟན་པའི་མདོ།,bud med 'gyur ba lung bstan pa'i mdo/,strīvivartavyākaraṇasūtra,,,,,,,,,,,,
J135,191,འཕགས་པ་བུ་མོ་ཟླ་མཆོག་ལུང་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖授記妙月天女大乘經,圣授记妙月天女大乘经,The Sūtra of the Prophecy Concening the Girl Candrottarā,བུ་མོ་ཟླ་མཆོག་ལུང་བསྟན་པའི་མདོ།,bu mo zla mchog lung bstan pa'i mdo/,candrottarādārikāvyākaraṇasūtra,,,,,,,,,,,,
J136,192,འཕགས་པ་བདེ་ལྡན་མ་ལུང་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖授記具樂女大乘經,圣授记具乐女大乘经,The Sūtra of the Prophecy of Kṣemavatī,བདེ་ལྡན་མ་ལུང་བསྟན་པའི་མདོ།,bde ldan ma lung bstan pa'i mdo/,kṣemavatīvyākaraṇasūtra,,,,,,,,,,,,
J137,193,འཕགས་པ་ལྷ་མོ་ཆེན་པོ་དཔལ་ལུང་བསྟན་པ།,聖授記吉祥大天女經,圣授记吉祥大天女经,The Prophecy of Śrī Mahādevī,ལྷ་མོ་ཆེན་མོ་དཔལ་ལུང་བསྟན་པ།,lha mo chen mo dpal lung bstan pa/,śrīmahādevīvyākaraṇa,,,,,,,,,,,,
J138,194,འཕགས་པ་རྒྱལ་བའི་བློ་གྲོས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖勝慧大乘經,圣胜慧大乘经,The Sūtra of the Inquiry of Jayamati,རྒྱལ་བའི་བློ་གྲོས་ཀྱིས་ཞུས་པའི་མདོ།,rgyal ba'i blo gros kyis zhus pa'i mdo/,jayamatiparipṛcchāsūtra,,,,,,,,,,,,
J139,195,འཕགས་པ་སྤྱན་རས་གཟིགས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖觀自在大乘經,圣观自在大乘经,The Sūtra of Avalokinī,སྤྱན་རས་གཟིགས་ཀྱི་མདོ།,spyan ras gzigs kyi mdo/,avalokinīsūtra,,,,,,,,,,,,
J140,196,འཕགས་པ་འཇམ་དཔལ་གནས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖文殊聖住大乘經,圣文殊圣住大乘经,The Sūtra on the Residence of Mañjuśrī,འཇམ་དཔལ་གནས་པའི་མདོ།,'jam dpal gnas pa'i mdo/,mañjuśrīvihārasūtra,,,,,,,,,,,,
J141,197,འཕགས་པ་བདུད་རྩི་བརྗོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖說甘露大乘經,圣说甘露大乘经,The Sūtra of Ambrosial Speech,བདུད་རྩི་བརྗོད་པའི་མདོ།,bdud rtsi brjod pa'i mdo/,amṛtavyāharaṇasūtra,,,,,,,,,,,,
J142,198,འཕགས་པ་བྱམས་པ་འཇུག་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖慈氏發趣大乘經,圣慈氏发趣大乘经,The Sūtra on Maitreya’s Setting Forth,བྱམས་པ་འཇུག་པའི་མདོ།,byams pa 'jug pa'i mdo/,maitreyaprasthānasūtra,,,,,,,,,,,,
,199,འཕགས་པ་བྱང་ཆུབ་སེམས་དཔའ་བྱམས་པ་དགའ་ལྡན་གནམ་དུ་སྐྱེ་བ་བླངས་པའི་མདོ,聖世間隨入大乘經,圣世间随入大乘经,The Sūtra on the Bodhisattva Maitreya Taking Birth in Tuṣita,བྱམས་པ་དགའ་ལྡན་གནམ་དུ་སྐྱེ་བ་བླངས་པའི་མདོ།,byams pa dga' ldan gnam du skye ba blangs pa'i mdo/, Summary & variant titles,,,,,,,,,,,,
J143,200,འཕགས་པ་འཇིག་རྟེན་གྱི་རྗེས་སུ་འཐུན་པར་འཇུག་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖入隨順世間大乘經,圣入随顺世间大乘经,The Sūtra on Concordance with the World,འཇིག་རྟེན་གྱི་རྗེས་སུ་མཐུན་པར་འཇུག་པའི་མདོ།,'jig rten gyi rjes su mthun par 'jug pa'i mdo/,lokānuvartanasūtra,,,,,,,,,,,,
J144,201,འཕགས་པ་དད་པའི་སྟོབས་བསྐྱེད་པ་ལ་འཇུག་པའི་ཕྱག་རྒྱ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖入信力增長印大乘經,圣入信力增长印大乘经,The Seal of Engagement in Kindling the Power of Faith,དད་པའི་སྟོབས་བསྐྱེད་པ་ལ་འཇུག་པའི་ཕྱག་རྒྱ།,dad pa'i stobs bskyed pa la 'jug pa'i phyag rgya/,śraddhābalādhānāvatāramudrāsūtra,,,,,,,,,,,,
J145,202,འཕགས་པ་ངེས་པ་དང་མ་ངེས་པར་འགྲོ་བའི་ཕྱག་རྒྱ་ལ་འཇུག་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖入離實非實印大乘經,圣入离实非实印大乘经,The Sūtra on Applying the Seal of Certain and Uncertain Progress,ངེས་པ་དང་མ་ངེས་པར་འགྲོ་བའི་ཕྱག་རྒྱ་ལ་འཇུག་པའི་མདོ།,nges pa dang ma nges par 'gro ba'i phyag rgya la 'jug pa'i mdo/,niyatāniyatagatimudrāvatārasūtra,,,,,,,,,,,,
J146,203,འཕགས་པ་ཆོས་ཀྱི་ཕྱག་རྒྱ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖法印大乘經,圣法印大乘经,The Sūtra of the Seal of the Dharma,ཆོས་ཀྱི་ཕྱག་རྒྱའི་མདོ།,chos kyi phyag rgya'i mdo/,dharmamudrāsūtra,,,,,,,,,,,,
J147,204,འཕགས་པ་མར་མེ་འབུལ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖供燈大乘經,圣供灯大乘经,The Sūtra on Offering Lamps,མར་མེ་འབུལ་བའི་མདོ།,mar me 'bul ba'i mdo/,pradīpadānīyasūtra,,,,,,,,,,,,
J148,205,འཕགས་པ་གྲོང་ཁྱེར་གྱིས་འཚོ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖城護大乘經,圣城护大乘经,The Sūtra on the Woman in the City who Hangs Up Washing,གྲོང་ཁྱེར་གྱིས་འཚོ་བའི་མདོ།,grong khyer gyis 'tsho ba'i mdo/,nāgarāvalambikāsūtra,,,,,,,,,,,,
J149,206,ཟས་ཀྱི་འཚོ་བ་རྣམ་པར་དག་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,食命清淨大乘經,食命清淨大乘经,The Sūtra on Purified Sustenance of Food,ཟས་ཀྱི་འཚོ་བ་རྣམ་པར་དག་པའི་མདོ།,zas kyi 'tsho ba rnam par dag pa'i mdo/,[no Sanskrit title],,,,,,,,,,,,
J150,207,གླང་པོའི་རྩལ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,象力大乘經,象力大乘经,The Sūtra on the Elephants’ Exertions,གླང་པོའི་རྩལ་གྱི་མདོ།,glang po'i rtsal gyi mdo/,hastikakṣyasūtra,,,,,,,,,,,,
J151,208,འཕགས་པ་སྒྲ་ཆེན་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖大音大乘經,圣大音大乘经,The Sūtra of the Great Sound,སྒྲ་ཆེན་པོའི་མདོ།,sgra chen po'i mdo/,mahāraṇasūtra,,,,,,,,,,,,
J152,209,འཕགས་པ་སེང་གེའི་སྒྲ་བསྒྲགས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖獅子吼大乘經,圣狮子吼大乘经,The Sūtra Proclaiming the Lion’s Roar,སེང་གེའི་སྒྲ་བསྒྲགས་པའི་མདོ།,seng ge'i sgra bsgrags pa'i mdo/,siṃhanādikasūtra,,,,,,,,,,,,
J153,210,འཕགས་པ་སཱ་ལུའི་ལྗང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖稻稈大乘經,圣稻秆大乘经,The Rice Seedling Sūtra,སཱ་ལུའི་ལྗང་པའི་མདོ།,sA lu'i ljang pa'i mdo/,śālistambhasūtra,,,,,,,,,,,,
J154,211,རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་དང་པོ་དང་རྣམ་པར་དབྱེ་བ་བསྟན་པ་ཞེས་བྱ་བའི་མདོ།,教授分別第一緣起經,教授分别第一缘起经,The Sūtra Teaching the Beginnings and the Divisions of Dependent Arising,རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་དང་པོ་དང་རྣམ་པར་དབྱེ་བ་བསྟན་པའི་མདོ།,rten cing 'brel bar 'byung ba dang po dang rnam par dbye ba bstan pa'i mdo/,pratītya­samutpādādivibhaṅga­nirdeśasūtra,,,,,,,,,,,,
J155,212,འཕགས་པ་རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་ཞེས་བྱ་བའི་ཐེག་པ་ཆེན་པོའི་མདོ།,聖緣起大乘經,圣缘起大乘经,The Sūtra on Dependent Arising,རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བའི་མདོ།,rten cing 'brel bar 'byung ba'i mdo/,pratītyasamutpādasūtra,,,,,,,,,,,,
J156,213,འཕགས་པ་སོར་མོའི་ཕྲེང་བ་ལ་ཕན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖央崛魔羅大乘經,圣央崛魔罗大乘经,The Sūtra for the Benefit of Aṅgulimāla,སོར་མོའི་ཕྲེང་བ་ལ་ཕན་པའི་མདོ།,sor mo'i phreng ba la phan pa'i mdo/,aṅgulimālīyasūtra,,,,,,,,,,,,
J157,214,རྒྱལ་པོ་ལ་གདམས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,諫王大乘經,谏王大乘经,The Sūtra of Advice for the King [1],རྒྱལ་པོ་ལ་གདམས་པའི་མདོ།,rgyal po la gdams pa'i mdo/,rājādeśasūtra,,,,,,,,,,,,
J158,215,རྒྱལ་པོ་ལ་གདམས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,諫王大乘經,谏王大乘经,The Sūtra on Advice for the King [2],རྒྱལ་པོ་ལ་གདམས་པའི་མདོ།,rgyal po la gdams pa'i mdo/,rājādeśasūtra,,,,,,,,,,,,
J159,216,འཕགས་པ་མ་སྐྱེས་དགྲའི་འགྱོད་པ་བསལ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖阿闍世王懺悔大乘經,圣阿闍世王忏悔大乘经,The Sūtra on Eliminating Ajātaśatru’s Remorse,མ་སྐྱེས་དགྲའི་འགྱོད་པ་བསལ་བའི་མདོ།,ma skyes dgra'i 'gyod pa bsal ba'i mdo/,ajātaśatrukaukṛtyavinodanasūtra,,,,,,,,,,,,
J160,217,འཕགས་པ་དཔལ་སྦས་ཞེས་བྱ་བའི་མདོ།,聖吉祥密經,圣吉祥密经,The Śrīgupta Sūtra,དཔལ་སྦས་ཀྱི་མདོ།,dpal sbas kyi mdo/,śrīguptasūtra,,,,,,,,,,,,
J161,218,འཕགས་པ་ལས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་དག་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖清淨業障大乘經,圣清淨业障大乘经,Purification of Karmic Obscurations,ལས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་དག་པ།,las kyi sgrib pa rnam par dag pa/,karmāvaraṇaviśuddhi,,,,,,,,,,,,
J162,219,འཕགས་པ་ལས་ཀྱི་སྒྲིབ་པ་རྒྱུན་གཅོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖斷業障流大乘經,圣断业障流大乘经,The Sūtra on Putting an End to Karmic Obscurations,ལས་སྒྲིབ་རྒྱུན་གཅོད་ཀྱི་མདོ།,las sgrib rgyun gcod kyi mdo/,karmāvaraṇapratipraśrabdhisūtra,,,,,,,,,,,,
J163,220,སངས་རྒྱས་ཀྱི་སྡེ་སྣོད་ཚུལ་ཁྲིམས་འཆལ་པ་ཚར་གཅོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,諸佛藏調伏毀戒經,诸佛藏调伏毁戒经,"Eradicating Confused Discipline,  a Scriptural Collection of the Buddha",སངས་རྒྱས་ཀྱི་སྡེ་སྣོད་ཚུལ་ཁྲིམས་འཆལ་པ་ཚར་གཅོད་པའི་མདོ།,sangs rgyas kyi sde snod tshul khrims 'chal pa tshar gcod pa'i mdo/,buddhapiṭakaduḥśīlanigrahasūtra,,,,,,,,,,,,
J164,221,འཕགས་པ་རྒྱལ་པོ་ལ་གདམས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖諫王大乘經,圣谏王大乘经,The Sūtra of Advice to the King,རྒྱལ་པོ་ལ་གདམས་པའི་མདོ།,rgyal po la gdams pa'i mdo/,rājāvavādakasūtra,,,,,,,,,,,,
J165,222,འཕགས་པ་རྔ་བོ་ཆེ་ཆེན་པོའི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖大鼓廣品大乘經,圣大鼓广品大乘经,The Sūtra of the Chapter on [Tib:] the Great Drum [Skt:] the Bearer of the Great Drum,རྔ་བོ་ཆེ་ཆེན་པོའི་ལེའུའི་མདོ།,rnga bo che chen po'i le'u'i mdo/,mahābherīhārakaparivartasūtra,,,,,,,,,,,,
J166,223,འཕགས་པ་སུམ་བཅུ་རྩ་གསུམ་པའི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖三十三天品大乘經,圣三十三天品大乘经,The Sūtra of the Chapter on the Thirty-Three,སུམ་ཅུ་རྩ་གསུམ་པའི་ལེའུའི་མདོ།,sum cu rtsa gsum pa'i le'u'i mdo/,trayastriṃśatparivartasūtra,,,,,,,,,,,,
J167,224,འཕགས་པ་ལྷག་པའི་བསམ་པ་བརྟན་པའི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖增上深心安住品大乘經,圣增上深心安住品大乘经,The Sūtra of the Chapter about Sthīrādhyāśa / Dṛdhādhyāśaya,ལྷག་བསམ་བརྟན་པའི་ལེའུའི་མདོ།,lhag bsam brtan pa'i le'u'i mdo/,sthīrādhyāśaya­parivartasūtra / dṛdhādhyāśaya­parivartasūtra,,,,,,,,,,,,
J168,225,འཕགས་པ་གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖三歸依大乘經,圣三归依大乘经,The Sūtra on the Threefold Going for Refuge,གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བའི་མདོ།,gsum la skyabs su 'gro ba'i mdo/,triśaraṇagamanasūtra,,,,,,,,,,,,
J169,226,འཕགས་པ་སྲིད་པ་འཕོ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖流轉諸有大乘經,圣流转诸有大乘经,The Sūtra on Transmigration Throughout Existences,སྲིད་པ་འཕོ་བའི་མདོ།,srid pa 'pho ba'i mdo/,bhavasaṃkrāntisūtra,,,,,,,,,,,,
J170,227,འཕགས་པ་རྣམ་པར་འཐག་པ་ཐམས་ཅད་བསྡུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖總集決定大乘經,圣总集决定大乘经,The Sūtra Gathering All Fragments,རྣམ་པར་འཐག་པ་ཐམས་ཅད་བསྡུས་པའི་མདོ།,rnam par 'thag pa thams cad bsdus pa'i mdo/,sarvavaidalyasaṃgrahasūtra,,,,,,,,,,,,
J171,228,འཕགས་པ་སངས་རྒྱས་བགྲོ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖諸佛議論大乘經,圣诸佛议论大乘经,The Sūtra on the the Buddha’s Deliberations,སངས་རྒྱས་བགྲོ་བའི་མདོ།,sangs rgyas bgro ba'i mdo/,buddhasaṅgītisūtra,,,,,,,,,,,,
J172,229,དེ་བཞིན་གཤེགས་པ་བགྲོ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,讚歎如來大乘經,赞歎如来大乘经,The Sūtra on the Tathāgata’s Deliberations,དེ་བཞིན་གཤེགས་པ་བགྲོ་བའི་མདོ།,de bzhin gshegs pa bgro ba'i mdo/,tathāgatasaṃgītisūtra,,,,,,,,,,,,
J173,230,འདུས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ་སྡེ་ལས་དེ་བཞིན་གཤེགས་པའི་དཔལ་གྱི་དམ་ཚིག་ཅེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,大集經中如來吉祥三昧耶經,大集经中如来吉祥三昧耶经,The Sūtra on the Splendid Commitments of the Tathāgatas,དེ་བཞིན་གཤེགས་པའི་དཔལ་གྱི་དམ་ཚིག་གི་མདོ།,de bzhin gshegs pa'i dpal gyi dam tshig gi mdo/,tathāgataśrīsamayasūtra,,,,,,,,,,,,
J174,231,འཕགས་པ་དཀོན་མཆོག་སྤྲིན་ཅེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖寶雲大乘經,圣宝云大乘经,The Jewel Cloud Sūtra,དཀོན་མཆོག་སྤྲིན་གྱི་མདོ།,dkon mchog sprin gyi mdo/,ratnameghasūtra,,,,,,,,,,,,
J175,232,འཕགས་པ་སྤྲིན་ཆེན་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖大雲大乘經,圣大云大乘经,The Great Cloud Sūtra,སྤྲིན་ཆེན་པོའི་མདོ།,sprin chen po'i mdo/,mahāmeghasūtra,,,,,,,,,,,,
J176a,233,འཕགས་པ་སྤྲིན་ཆེན་པོའི་མདོ་ལས་ཕྱོགས་བཅུའི་བྱང་ཆུབ་སེམས་དཔའ་རྒྱ་མཚོ་འདུས་པའི་དགའ་སྟོན་ཆེན་པོ་ལ་རྩེ་བ་ཞེས་བྱ་བའི་ལེའུ།,聖大雲經中十方菩薩海聚大歡喜會遊戲品,圣大云经中十方菩萨海聚大欢喜会游戏品,The Chapter from the Great Cloud Sūtra on the Great Playful Festival of the Oceanic Gathering of the Bodhisattvas of the Ten Directions,སྤྲིན་ཆེན་པོ་མདོ་ལས་ཕྱོགས་བཅུའི་བྱང་སེམས་རྒྱ་མཚོ་འདུས་པའི་དགའ་སྟོན་ཆེན་པོ་ལ་རྩེ་བའི་ལེའུ།,sprin chen po mdo las phyogs bcu'i byang sems rgya mtsho 'dus pa'i dga' ston chen po la rtse ba'i le'u/,mahāmeghasūtrād daśadigbodhisattva­samudrasaṃnipāta­mahotsavavikrīdita,,,,,,,,,,,,
J176b,234,འཕགས་པ་སྤྲིན་ཆེན་པོ་རླུང་གི་དཀྱིལ་འཁོར་གྱི་ལེའུ་ཀླུ་ཐམས་ཅད་ཀྱི་སྙིང་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖大雲經風輪品中一切龍心大乘經,圣大云经风轮品中一切龙心大乘经,"The Essence of All the Nāgas,  The Great Cloud Chapter on the Maṇḍala of Wind",སྤྲིན་ཆེན་པོ་རླུང་གི་དཀྱིལ་འཁོར་གྱི་ལེའུ་ཀླུ་ཐམས་ཅད་ཀྱི་སྙིང་པོའི་མདོ།,sprin chen po rlung gi dkyil 'khor gyi le'u klu thams cad kyi snying po'i mdo/,mahāmeghavāyumaṇḍala­parivarta­sarvanāgahṛdayasūtra,,,,,,,,,,,,
J177,235,འཕགས་པ་སྤྲིན་ཆེན་པོ།,聖大雲,圣大云,The Great Cloud,སྤྲིན་ཆེན་པོ།,sprin chen po/,mahāmegha,,,,,,,,,,,,
J178,236,བཅོམ་ལྡན་འདས་ཀྱི་གཙུག་ཏོར་ཆེན་པོ་དེ་བཞིན་གཤེགས་པའི་གསང་བ་སྒྲུབ་པའི་དོན་མངོན་པར་ཐོབ་པའི་རྒྱུ་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་སྤྱོད་པ་དཔའ་བར་འགྲོ་བའི་མདོ་ལེའུ་སྟོང་ཕྲག་བཅུ་པ་ལས་ལེའུ་བཅུ་པ།,大佛頂如來密因修證了義諸菩薩萬行首楞嚴經,大佛顶如来密因修证了义诸菩萨万行首愣严经,The Tenth Chapter from Amongst the Ten Thousand Chapters of the Sūtra on the Heroic Way,དཔའ་བར་འགྲོ་བའི་མདོ་ལེའུ་སྟོང་ཕྲག་བཅུ་པ་ལས་ལེའུ་བཅུ་པ།,dpa' bar 'gro ba'i mdo le'u stong phrag bcu pa las le'u bcu pa/,(no Sanskrit title,Not Started,,,,,,,,,,,
J179,237,གཙུག་ཏོར་ཆེན་པོ་བམ་པོ་དགུ་པ་ལས་བདུད་ཀྱི་ལེའུ་ཉི་ཚེ་ཕྱུང་བ།,大佛頂經九品中魔品散分,大佛顶经九品中魔品散分,A Minor Chapter on Demons,བདུད་ཀྱི་ལེའུ་ཉི་ཚེ་ཕྱུང་བ།,bdud kyi le'u nyi tshe phyung ba/, Summary & variant titles,,,,,,,,,,,,
J180,238,འཕགས་པ་ཆོས་ཡང་དག་པར་སྡུད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖真實攝法大乘經,圣真实摄法大乘经,The Sūtra of the Deliberation on the Dharma,ཆོས་ཡང་དག་པར་སྡུད་པའི་མདོ།,chos yang dag par sdud pa'i mdo/,dharmasaṃgītisūtra,,,,,,,,,,,,
J181,239,འདུས་པ་ཆེན་པོ་ལས་སའི་སྙིང་པོའི་འཁོར་ལོ་བཅུ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,大集經中地藏十輪大乘經,大集经中地藏十轮大乘经,The Sūtra of the Ten Wheels of Kṣitigarbha,སའི་སྙིང་པོ་འཁོར་ལོ་བཅུ་པའི་མདོ།,sa'i snying po 'khor lo bcu pa'i mdo/,daśacakrakṣitigarbhasūtra,,,,,,,,,,,,
J182,240,འཕགས་པ་ཕྱིར་མི་ལྡོག་པའི་འཁོར་ལོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖不退轉輪大乘經,圣不退转轮大乘经,The Sūtra of the Wheel of No Reversions,ཕྱིར་མི་ལྡོག་པའི་འཁོར་ལོའི་མདོ།,phyir mi ldog pa'i 'khor lo'i mdo/,avaivartacakrasūtra,,,,,,,,,,,,
J183,241,འཕགས་པ་ཏིང་ངེ་འཛིན་གྱི་འཁོར་ལོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖三摩地輪大乘經,圣三摩地轮大乘经,The Sūtra of the Wheel of Samādhi,ཏིང་ངེ་འཛིན་གྱི་འཁོར་ལོའི་མདོ།,ting nge 'dzin gyi 'khor lo'i mdo/,samādhicakrasūtra,,,,,,,,,,,,
J184,242,འཕགས་པ་ཡོངས་སུ་བསྔོ་བའི་འཁོར་ལོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖迴向輪大乘經,圣迴向轮大乘经,The Sūtra of the Wheel of Dedication,ཡོངས་སུ་བསྔོ་བའི་འཁོར་ལོའི་མདོ།,yongs su bsngo ba'i 'khor lo'i mdo/,pariṇatacakrasūtra,,,,,,,,,,,,
J185,243,དམ་པའི་ཆོས་ཀྱི་རྒྱལ་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།,正法王大乘經,正法王大乘经,The Sūtra of the King of the True Dharma,དམ་པའི་ཆོས་ཀྱི་རྒྱལ་པོའི་མདོ།,dam pa'i chos kyi rgyal po'i mdo/,saddharmarājasūtra,,,,,,,,,,,,
J186,244,འཕགས་པ་ཆོས་ཀྱི་ཚུལ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖法理趣大乘經,圣法理趣大乘经,The Sūtra of the Way of the Dharma,ཆོས་ཀྱི་ཚུལ་གྱི་མདོ།,chos kyi tshul gyi mdo/,dharmanayasūtra,,,,,,,,,,,,
J187,245,འཕགས་པ་ཆོས་ཀྱི་ཕུང་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖法蘊大乘經,圣法蕴大乘经,The Sūtra of the Collection of Dharma(s),ཆོས་ཀྱི་ཕུང་པོའི་མདོ།,chos kyi phung po'i mdo/,dharmaskandhasūtra,,,,,,,,,,,,
